Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage,CPU Rank,Graphic Card Rank,RAM Rank,Weight Rank,Color Rank,Brand Rank,Operating System Rank,Memory Speed Rank,Screen Size Rank,Storage Rank
Casper Excalibur G911 1490,3.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,4800,Grey,casper,127799,2048,3,3,2,3,3,2,3,3,3,3
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,38499,512,3,2,4,2,2,2,3,4,4,3
Msi Cyborg 15 A13Vf,1.5,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,5200,Black,msi,42697,512,4,3,2,4,4,2,3,3,3,3
Casper Excalibur G770 1265,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i7,15.6,3200,Black,casper,35076,1024,3,3,1,2,3,2,3,2,3,3
Dell Gaming G15 5530,3.0,Nvidia GeForce RTX 4060,Ubuntu,16,Intel Core i7,15.6,4800,Black,dell,48599,1024,2,4,4,3,5,2,3,4,3,3
Msi Thin 15 B12Uc,1.5,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Dark Grey,msi,27499,512,4,2,3,2,3,4,4,3,4,3
Lenovo Loq,3.0,Nvidia GeForce RTX 4050,FreeDos,24,Intel Core i5,15.6,4800,Grey,lenovo,36899,512,3,2,4,2,3,2,3,3,2,4
Msi Cyborg 15 A13Ve,1.5,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,5200,Black,msi,35499,512,3,3,3,4,3,1,2,4,4,3
Hp Victus 15,3.0,AMD Radeon RX6550M,FreeDos,16,AMD Ryzen 5,15.6,3200,Silver,hp,24499,512,4,2,3,2,3,3,3,4,2,1
Msi Thin 15 B12Uc,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i7,15.6,3200,Grey,msi,34699,512,2,2,3,4,3,3,4,3,4,1
Lenovo Loq,3.0,Nvidia GeForce RTX 4050,FreeDos,24,AMD Ryzen 7,15.6,4800,Grey,lenovo,35999,512,3,2,4,4,3,4,2,4,3,4
Hp Victus 15 Fa1085Nt,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,3200,Silver,hp,41999,1024,2,3,3,2,4,4,5,3,3,4
Hp Victus 16 R1041Nt,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,16.1,5600,Blue,hp,53499,1024,1,3,3,2,2,3,3,4,3,3
Msi Crosshair 17 Hx,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i7,17.0,5600,Dark Grey,msi,105999,1024,2,3,4,2,4,2,2,3,2,3
Hp Victus B10Fpea,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,3200,Silver,hp,38699,512,3,4,2,4,2,2,3,3,2,3
Acer Nitro 5 Nh,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,27299,512,4,1,2,3,3,3,5,4,2,1
Lenovo Loq,3.0,Nvidia GeForce RTX 3050,FreeDos,24,Intel Core i5,15.6,4800,Grey,lenovo,35999,512,3,4,5,4,5,3,4,3,3,3
Hp Victus Gaming 16 R1012Nt,3.0,Nvidia GeForce RTX 4070,FreeDos,32,Intel Core i7,16.1,5600,"Dark Gray, Black",hp,69999,1024,2,4,2,3,3,1,3,3,3,3
Erazer Deputy P60I,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,3200,Dark Grey,erazer,41408,1024,4,4,3,3,1,3,2,4,3,3
Acer Nitro 16 An16,3.0,Nvidia GeForce RTX 4070,FreeDos,64,AMD Ryzen 7,16.0,5600,Black,acer,73499,1024,4,3,2,3,4,2,5,3,2,4
Msi Sword 17 Hx,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,17.0,5600,Grey,msi,60941,1024,3,3,4,3,4,3,2,3,2,3
Acer Nitro Anv15 51,3.0,Nvidia GeForce RTX 2050,Windows 11 Home,8,Intel Core i5,15.6,4800,Black,acer,25999,512,1,3,2,3,4,3,3,4,3,4
Erazer Deputy P60,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,16,Intel Core i7,15.6,3200,Dark Grey,erazer,50847,1024,3,4,3,3,3,2,3,3,4,3
Asus Rog Strix G16 G614Ju,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,16.0,4800,Grey,asus,59599,512,3,3,4,2,4,3,2,4,4,3
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16.0,3200,Black,asus,42900,1024,3,4,2,3,4,3,2,2,3,5
Dell Gaming G15 5530,3.0,Nvidia GeForce RTX 4050,Ubuntu,16,Intel Core i7,15.6,4800,"Black, Grey",dell,43069,512,4,3,4,3,3,2,3,3,3,4
Asus Tuf Gaming A15 Fa507Nv,3.0,Nvidia GeForce RTX 4060,FreeDos,16,AMD Ryzen 5,15.6,4800,Black,asus,40999,512,3,4,2,3,1,1,4,4,3,2
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,16.0,3200,Black,asus,39799,1024,2,4,1,3,3,2,3,3,3,4
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 2050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,29999,1024,3,3,2,3,4,4,3,4,3,3
Acer Nitro 5 Nh,3.0,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i5,15.6,3200,Black,acer,30799,1024,3,3,3,3,4,3,3,3,4,3
Acer Nitro V15 Nh,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,32,13420H,15.6,4800,Black,acer,31499,512,4,4,2,2,2,3,2,3,3,3
Msi Vector 16 Hx,3.0,Nvidia GeForce RTX 4080,Windows 11 Home,16,Intel Core i7,16.0,5600,Black,msi,133440,1024,4,3,3,3,4,1,2,3,4,4
Hp Victus 16 R0029Nt,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,16.1,5200,Grey,hp,45504,1024,3,2,3,2,3,1,2,3,3,3
Hp Victus 16 R1064Nt,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,16.1,5600,Black,hp,43702,512,4,4,5,4,1,3,3,3,2,2
Asus Rog Strix G16 G614Jv,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,16.0,4800,Dark Grey,asus,72599,512,3,3,3,2,3,2,2,4,5,4
Msi Vector 16 Hx,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,5200,Black,msi,168820,2048,2,2,3,3,4,2,2,2,3,4
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,17.3,3200,Black,monster,53599,500,3,2,2,3,3,3,5,4,4,3
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,42299,1024,3,3,2,3,3,3,3,4,2,3
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,casper,49000,1024,1,3,4,1,3,3,5,5,2,3
Hp Victus 16 S0022Nt,3.0,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 7,16.1,5600,Blue,hp,38999,512,3,4,3,3,4,2,2,3,3,1
Acer Nitro 5 Nh,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,28561,1024,4,4,5,2,4,3,2,3,2,3
Msi Thin Gf63 12Ucx,1.5,Nvidia GeForce RTX 2050,FreeDos,8,Intel Core i5,15.6,3200,Black,msi,28399,512,3,3,3,2,3,4,3,5,2,3
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,48049,1024,1,2,3,3,2,2,3,5,2,3
Acer Nitro 5 Nh,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,27099,256,3,2,4,4,4,2,3,4,3,4
Lenovo Loq,3.0,Nvidia GeForce RTX 4070,FreeDos,24,AMD Ryzen 7,15.6,4800,Grey,lenovo,59999,512,4,3,2,3,4,3,4,4,3,4
Acer Nitro Anv15 51,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,8,Intel Core i5,15.6,4800,Black,acer,28999,512,4,2,4,3,2,3,4,4,1,3
Monster Markut M7 V6,3.0,Nvidia GeForce RTX 5000,FreeDos,64,Intel Core i9,17.3,4000,Black,monster,345899,2048,2,3,3,3,3,3,4,5,3,3
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,15.6,3200,Black,monster,47299,1024,4,3,3,3,4,3,2,4,3,3
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16.0,3200,Black,asus,42999,1024,2,5,3,2,2,3,3,2,3,3
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,17.3,3200,Black,monster,69298,1024,3,3,4,3,3,4,2,4,2,1
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,48,Intel Core i5,16.0,3200,Black,asus,44999,1024,3,3,3,3,3,1,3,3,3,2
Msi Gf63 Thin,1.5,Nvidia GeForce GTX1650,FreeDos,8,Intel Core i5,15.6,3200,Black,msi,85000,512,2,5,3,3,3,2,3,3,3,3
Msi Prestige 16 Ai,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,16.0,4800,Black,msi,158695,2048,3,3,3,3,4,4,3,2,3,3
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,casper,61046,1024,2,2,5,3,3,3,3,3,2,3
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,43299,2048,3,3,1,2,3,3,5,4,3,2
Casper Excalibur G911 1490,3.0,Nvidia GeForce RTX 4090,Windows 11 Home,32,Intel Core i9,16.0,4800,Grey,casper,140999,1024,3,1,2,4,5,2,2,3,3,3
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 2050,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,33099,1024,4,3,4,4,2,2,3,4,4,3
Msi Pulse 17 Ai,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,17.0,5600,Black,msi,90846,1024,3,2,3,4,5,4,4,4,3,3
Hp Omen,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Based,14.0,6600,Black,hp,73999,1024,2,2,1,4,4,2,3,4,3,3
Casper Excalibur G770 1265,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i7,15.6,3200,Black,casper,43889,1024,4,3,2,2,4,2,4,3,3,2
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,49599,2048,3,4,2,4,3,3,2,3,3,2
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,casper,37299,1024,3,3,5,2,4,3,3,3,2,4
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,44899,1024,2,2,3,3,3,3,3,3,3,4
Acer Nitro 5 Nh,3.0,Nvidia GeForce RTX 3050,FreeDos,32,12450H,15.6,3200,Black,acer,28699,512,5,2,4,3,3,2,5,4,3,4
Game Garaj Slayer2,3.0,Nvidia GeForce RTX 3060,FreeDos,64,Intel Core i7,15.6,4800,Black,game,45492,1024,2,3,3,3,5,3,3,5,3,2
Casper Excalibur G770 1265,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,32,Intel Core i7,15.6,3200,Black,casper,42523,1024,2,3,3,2,5,2,2,4,3,3
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i5,15.6,3200,Grey,casper,56099,1024,2,1,3,4,3,2,3,3,2,2
Acer Nitro V 15,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i5,15.6,5600,Black,acer,44999,2048,3,5,4,2,2,3,4,4,1,2
Msi Creator M16 Hx,3.0,Nvidia GeForce RTX 4050,Windows 11 Pro,16,Intel Core i7,16.0,5600,Grey,msi,84244,1024,3,2,4,3,2,3,3,3,2,3
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16.0,3200,Black,asus,43999,1024,3,2,3,2,4,2,3,4,3,2
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4070,FreeDos,16,Intel Core i7,15.6,3200,Grey,casper,49451,512,4,3,2,2,2,3,4,3,3,3
Asus Rog Strix G16 G614Jv,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,16.0,4800,Grey,asus,68999,512,3,4,3,3,2,4,4,5,3,4
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4050,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,52399,1024,3,4,2,3,4,1,4,2,3,3
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,46399,2048,3,2,2,2,2,3,4,3,3,4
Casper Excalibur G870 1362,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,48999,1024,2,4,3,3,2,3,1,5,3,4
Acer Nitro 5 An515,3.0,Nvidia GeForce RTX 3050,FreeDos,16,AMD Ryzen 5,15.6,4800,Black,acer,39999,512,3,3,4,2,4,3,3,3,3,2
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,48,Intel Core i5,16.0,3200,Black,asus,48999,2048,1,3,4,3,4,1,2,4,3,2
Hp Victus 16 R0064Nt,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,16.1,5200,Black,hp,55899,1024,3,5,2,3,2,2,2,4,3,1
Hp Omen 16 K0008Nt,3.0,Nvidia GeForce RTX 3070Ti,FreeDos,32,Intel Core i7,16.1,4800,Black,hp,63999,1024,2,3,5,3,4,2,2,3,1,4
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,59009,1024,3,3,3,3,2,2,3,3,3,2
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 2050,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,27499,512,3,3,3,3,4,3,3,4,3,2
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,59499,1024,3,5,3,2,4,3,2,4,3,4
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16.0,3200,Black,asus,47999,2048,3,2,2,3,3,3,1,3,3,3
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,16.0,3200,Black,asus,42499,1024,3,4,3,2,3,3,4,3,4,3
Asus Rog Strix G16 G614Ju,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,16.0,4800,Grey,asus,58496,512,3,1,3,1,4,4,4,3,2,4
Lenovo Ideapad Gaming 3,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,1740,Grey,lenovo,36622,512,4,4,4,2,2,2,3,3,2,3
Casper Excalibur G870 1265,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,15.6,3200,Grey,casper,40798,512,2,3,5,3,3,3,1,4,4,5
Lenovo V14 G2,1.5,Nvidia GeForce MX350,FreeDos,8,Intel Core i5,14.0,3200,Black,lenovo,60964,256,3,4,3,3,3,2,3,3,2,2
Casper Excalibur G911 1490,3.0,Nvidia GeForce RTX 4090,Windows 11 Pro,64,Intel Core i9,16.0,4800,Grey,casper,150199,2048,2,3,3,2,4,4,3,4,2,3
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,casper,39799,1024,2,2,4,3,2,4,3,3,4,2
Casper Excalibur G911 1490,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,128199,2048,2,2,4,2,3,4,3,3,3,3
Casper Excalibur G911 1490,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,125799,1024,2,2,3,3,2,3,3,4,4,3
Erazer Deputy P60,3.0,Nvidia GeForce RTX 4070,FreeDos,16,Intel Core i7,15.6,3200,Dark Grey,erazer,49350,1024,3,3,3,2,2,2,3,3,3,3
Game Garaj Slayer2,3.0,Nvidia GeForce RTX 3060,FreeDos,32,Intel Core i7,15.6,4800,Black,game,41950,1024,3,3,1,4,1,3,3,3,3,3
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i7,15.6,3200,Black,monster,42999,500,2,1,4,2,3,4,3,3,3,3
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,3200,Black,monster,62999,1024,3,2,3,3,2,3,4,4,3,3
Game Garaj Slayer4,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core Ultra 7,16.0,4800,Black,game,65748,2048,3,3,2,3,3,2,3,3,4,2
Game Garaj Slayer,3.0,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 5,15.6,4800,Black,game,37519,500,3,3,2,4,4,1,4,3,4,2
Game Garaj Slayer2,3.0,Nvidia GeForce RTX 3060,FreeDos,64,Intel Core i7,17.3,4800,Black,game,49036,1024,3,2,2,4,4,3,3,4,3,5
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i7,15.6,3200,Black,monster,53199,1024,5,2,3,3,4,3,3,3,4,2
Acer Nitro 5 An515,3.0,Nvidia GeForce RTX 3050,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,acer,108477,512,3,1,4,2,3,2,4,3,2,3
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,61046,1024,1,2,2,4,3,2,3,3,3,4
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i5,15.6,3200,Black,casper,44799,1024,3,3,1,3,3,2,2,3,2,2
Casper Excalibur G870 1342,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i5,15.6,3200,Grey,casper,40361,512,1,3,3,3,4,2,3,3,2,3
Monster Semruk S7 V9,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,17.0,4800,Black,monster,95999,1024,3,3,3,3,2,3,3,2,4,2
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i5,15.6,3200,Black,monster,38899,500,2,1,1,3,3,2,1,4,3,3
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16.0,3200,Black,asus,47499,2048,3,3,3,3,4,3,2,3,2,4
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16.0,3200,Black,asus,47499,2048,2,3,5,4,2,3,4,2,4,3
Monster Semruk S7 V9,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.0,4800,Black,monster,103999,2048,3,2,4,3,3,2,3,4,3,2
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,40199,500,5,2,3,4,3,2,3,4,4,3
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,15.6,3200,Grey,casper,46128,2048,3,3,2,2,5,3,2,3,2,2
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,32,Intel Core i5,15.6,3200,Black,casper,41499,1024,4,3,5,4,4,4,1,3,3,3
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i7,15.6,3200,Grey,casper,45299,1024,3,3,3,3,4,2,2,4,4,4
Dell Gaming Alienware M16 R1,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,16.0,4800,Black,dell,74599,512,3,4,3,4,5,1,3,4,2,2
Asus Vivobook 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,20,Intel Core i5,16.0,3200,Black,asus,46999,2048,3,4,5,3,3,3,2,2,5,2
Casper Excalibur G911 1390,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,122099,4096,1,3,4,3,2,3,3,5,3,3
Asus Tuf Gaming F15 Fx507Zc4,3.0,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,3200,Black,asus,31008,512,2,4,4,3,3,2,4,5,3,2
Casper Excalibur G911 1290,3.0,Nvidia GeForce RTX 3080Ti,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,83495,1024,4,2,3,4,3,2,3,2,4,3
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,66148,500,4,2,4,4,2,3,1,4,3,4
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,57299,500,2,5,4,2,3,3,2,4,2,3
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,15.6,3200,Grey,casper,46000,2048,1,3,3,2,4,3,2,1,4,2
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Black,monster,39699,500,3,3,2,2,3,1,3,3,3,2
Casper Excalibur G911 1390,3.0,Nvidia GeForce RTX 4090,Windows 11 Pro,64,Intel Core i9,16.0,4800,Grey,casper,137799,2048,3,3,1,4,3,2,4,5,4,2
Casper Excalibur G770 1265,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i7,15.6,3200,Black,casper,35999,2048,3,3,2,1,4,3,5,4,2,2
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,46399,2048,2,4,2,4,3,2,4,3,2,3
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,16,Intel Core i7,15.6,3200,Grey,casper,59324,1024,4,3,3,3,1,3,2,3,2,3
Casper Excalibur G770 1265,3.0,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i7,15.6,3200,Black,casper,40599,2048,3,3,2,2,4,3,3,4,2,4
Lenovo Legion Pro 7,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,5600,Black,lenovo,154999,1024,4,2,3,2,5,3,4,4,2,3
Msi Katana A17 Ai,3.0,Nvidia GeForce RTX 4060,FreeDos,16,AMD Ryzen 7,17.3,5600,Black,msi,65623,1024,2,3,3,2,2,2,3,4,3,3
Msi Creator Z17 Hx,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,64,Intel Core i9,17.0,5200,Grey,msi,311999,2048,3,1,3,4,2,3,4,5,4,5
Msi Stealth 14 Ai,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,14.0,5600,Dark Blue,msi,96908,1024,4,3,2,3,3,2,3,3,2,2
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,42899,512,3,2,4,4,3,2,2,3,3,4
Game Garaj Slayer4,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,16.0,4800,Black,game,61011,2048,4,4,3,3,4,3,4,3,4,2
Lenovo Loq 15Irh8,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,4800,Grey,lenovo,37800,512,3,3,3,3,4,2,3,2,4,2
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,8,Intel Core i5,15.6,3200,Black,monster,40799,500,4,4,1,2,3,3,4,4,2,2
Lenovo Loq 15,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,4800,Grey,lenovo,44726,512,4,2,2,2,2,3,3,3,1,4
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,15.6,3200,Grey,casper,50933,1024,2,3,3,3,4,5,3,1,2,3
Casper Excalibur G770 1265,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,Intel Core i7,15.6,3200,Black,casper,37799,512,2,3,2,3,3,2,2,3,2,3
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,43899,1024,3,3,3,3,3,3,4,3,4,4
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,42699,500,2,4,2,2,4,3,3,3,3,5
Monster Markut M7 V6,3.0,Nvidia GeForce RTX 3500,FreeDos,64,Intel Core i9,17.0,4000,Black,monster,228499,2048,2,2,4,2,3,2,1,3,4,4
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,casper,30699,512,3,3,4,3,3,2,3,4,2,4
Casper Excalibur G911 1390,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,116799,2048,4,3,3,4,3,2,3,3,5,3
Casper Excalibur G911 1490,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,133499,4096,2,3,4,3,4,2,4,4,3,4
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,46608,1024,4,3,4,3,3,3,3,3,3,3
Lenovo Ideapad Gaming 3,3.0,Nvidia GeForce RTX 3060,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,lenovo,54998,512,5,2,3,4,4,3,2,3,3,3
Lenovo Yoga Pro 7,1.5,Nvidia GeForce RTX 3050,Windows 11 Home,16,AMD Ryzen 7,14.5,6400,Blue,lenovo,62999,1024,2,2,3,3,2,2,2,4,2,3
Acer Nitro 5 An515,3.0,Nvidia GeForce RTX 3050,FreeDos,8,AMD Ryzen 5,15.6,4800,Black,acer,38499,512,3,5,2,3,3,2,4,4,3,3
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,3200,Black,monster,72448,1024,2,2,3,2,3,4,2,4,3,2
Acer Nitro 5 An515,3.0,Nvidia GeForce RTX 3060,Linux,16,Intel Core i5,15.6,3200,Black,acer,50599,512,3,4,4,3,2,2,4,3,3,3
Msi Crosshair 16 Hx,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,16.0,5600,Grey,msi,158999,1024,2,2,2,3,2,2,3,2,3,3
Game Garaj Slayer2,4.0,Nvidia GeForce RTX 3060,FreeDos,32,Intel Core i7,17.3,4800,Black,game,44167,1024,2,3,3,1,3,2,2,4,2,2
