Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage,CPU Rank,Graphic Card Rank,RAM Rank,Storage Rank,Memory Speed Rank,Screen Size Rank,Weight Rank,Brand Rank,Operating System Rank,Color Rank
MSI CYBORG 15 A13VFA12 892XTRA12,1.0,Nvidia GeForce RTX 4060,Windows 11 Home,64,Intel Core i7,15.6,4800,Black,msi,62970,1024,3,5,1,5,1,3,4,5,3,1
MSI CYBORG 15 A13VFA75 892XTRA75,1.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,4800,Black,msi,58076,512,1,1,1,5,2,5,4,5,5,1
CASPER NIRVANA S100 300NIT CORE,1.0,Intel Graphics,Windows 11 Home,16,Intel Core i5,16.0,5600,Titanium Grey,casper,26999,1024,5,1,4,2,5,1,5,2,1,2
HUAWEI MATEBOOK D 14,1.0,Intel UHD Graphics,Windows 10 Home,8,Intel Core i5,14.0,2400,Grey,huawei,22999,256,5,4,5,5,5,1,3,1,2,5
ASUS TUF GAMING A15 FA507NURA15 LP006A15,3.0,Nvidia GeForce RTX 4050,FreeDos,64,AMD Ryzen 7,15.6,4800,Black,asus,51026,1024,1,1,1,2,5,3,1,5,3,2
ASUS VIVOBOOK S 14 FLIP TP3402VA LZ187W,1.5,Intel UHD Graphics,Windows 11 Home,8,Intel Core i5,14.0,3200,Silver,asus,33490,512,5,4,2,3,5,4,3,3,1,4
ASUS ZENBOOK DUO UX8406CA PZ101W,1.0,Intel Arc Graphics,Windows 11 Home,32,Intel Core Ultra 7,14.0,7467,Grey,asus,88499,1024,1,5,1,1,2,4,2,3,1,1
MSI KATANA 17 B12VFK 1031XTR A4,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i5,17.3,4800,Black,msi,64376,1024,4,5,1,2,1,5,2,5,5,2
HP 14 EP0014NT,1.5,Intel UHD Graphics,FreeDos,8,Intel Core i3,14.0,3200,Navy Blue,hp,12649,512,4,3,3,5,4,2,4,5,4,5
LENOVO YOGA PRO 7 14IMH9,1.5,Intel Arc Graphics,FreeDos,32,Intel Core Ultra 9,14.5,7467,Dark Blue,lenovo,69999,1024,1,5,4,3,5,3,5,4,2,4
ASUS VIVOBOOK 15,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i5,15.6,3200,Silver,asus,21099,1024,4,1,1,5,5,2,2,5,5,4
ACER NITRO V15 ANV15 41A14,3.0,Nvidia GeForce RTX 4060,FreeDos,32,AMD Ryzen 7,15.6,4800,Black,acer,45079,1024,1,3,5,3,2,1,5,3,4,1
DELL LATITUDE 3450,1.5,Intel Iris Xe Graphics,Windows 11 Pro,64,Intel Core i7,14.0,5600,Metallic Black,dell,57525,1024,5,2,3,5,5,4,4,5,1,1
LENOVO LOQ 15IRX9,3.0,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i7,15.6,4800,Metallic Grey,lenovo,55369,512,1,5,1,1,4,1,5,2,5,1
LENOVO THINKBOOK 16PG5 IRX 21N50024TR 44,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i9,16.0,5600,Grey,lenovo,107093,2048,2,1,3,2,5,3,5,5,5,1
LENOVO IDEAPAD SLIM 3,1.0,Intel UHD Graphics,Windows 11 Pro,8,Intel Core i5,14.0,4800,Grey,lenovo,22499,1024,5,1,4,5,1,5,5,5,5,5
LENOVO THINKBOOK G6,1.5,AMD Radeon Graphics,Windows 11 Pro,64,AMD Ryzen 7,16.0,3200,Grey,lenovo,35799,1024,1,5,3,5,2,4,4,5,5,1
DELL INSPIRON 3520,1.5,Intel UHD Graphics,Windows 11 Home,32,Intel Core i7,15.6,3200,Black,dell,30699,1024,3,2,1,5,1,4,5,3,3,1
MSI THIN 15,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,32,Intel Core i5,15.6,3200,Grey,msi,39845,1024,5,4,1,5,1,3,2,1,1,4
LENOVO YOGA 6,1.0,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 7,13.3,4266,Dark Blue,lenovo,41579,1024,1,4,1,1,5,5,4,5,5,4
HP 250 G10 8A538EATK07,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i5,15.6,3200,Grey,hp,25099,512,5,1,1,2,2,1,5,5,5,1
LENOVO V15 G2 ALC 82KD0041TX,1.5,Shared,FreeDos,8,AMD Ryzen 3,15.6,3200,Black,lenovo,12999,256,3,3,5,4,5,5,5,3,5,4
CASPER NIRVANA X700 1362 DX00R G F,1.0,Shared,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,37899,2048,3,4,5,4,1,4,4,1,1,1
HP VICTUS 16 R0006NT,3.0,Nvidia GeForce RTX 4070,FreeDos,16,Intel Core i7,16.1,5200,Grey,hp,55399,1024,1,4,1,5,1,2,2,5,4,5
HP 250 G10,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,hp,30070,1024,3,5,3,5,5,5,4,5,1,1
CASPER NIRVANA X600 1270 DF00A G F,1.5,Shared,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,casper,27999,1024,1,3,1,5,3,4,4,2,2,5
LENOVO YOGA 6,1.5,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 7,13.3,4266,Dark Blue,lenovo,44431,1024,4,2,2,3,2,2,4,5,3,3
LENOVO LOQ 15ARP9,3.0,Nvidia GeForce RTX 4070,FreeDos,12,AMD Ryzen 7,15.6,4800,"Dark Gray, Black",lenovo,54999,1024,1,1,5,3,5,2,2,5,1,5
DELL G16 7630,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,64,Intel Core i9,16.0,4800,Black,dell,104493,4096,1,4,1,3,1,3,1,2,1,2
CASPER EXCALIBUR G870 1265 DFB0X B,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,15.6,3200,Grey,casper,45167,1024,3,2,4,2,1,4,4,1,4,5
HP VICTUS GAMING 15 FA1033NT,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Blue,hp,33999,512,2,5,4,1,5,3,5,2,3,5
HP VICTUS 16 S0051NT 892P9EA 6GB RTX4050,3.0,Nvidia GeForce RTX 4050,FreeDos,32,AMD Ryzen 7,16.1,5600,Black,hp,49999,1024,1,1,1,3,1,5,5,5,1,1
CASPER EXCALIBUR G870 1265 BFA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,15.6,3200,Grey,casper,37999,1024,5,5,4,5,3,3,2,1,2,4
ASUS TUF GAMING F15 FX507ZC4 HN081,3.0,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,3200,Grey,asus,29898,512,5,5,5,2,4,1,2,3,1,3
LENOVO IDEAPAD GAMING 3 15ARH7,3.5,Nvidia GeForce RTX 2050,FreeDos,8,AMD Ryzen 5,15.6,4800,Dark Grey,lenovo,26999,512,5,2,4,5,5,5,1,4,5,5
MONSTER TULPAR T7 V20 6 2,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,17.3,3200,Black,monster,55977,1024,1,3,4,5,4,3,5,3,4,5
CASPER EXCALIBUR G870 1265 DVA0X B,3.5,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,15.6,3200,Grey,casper,40500,512,1,2,1,5,1,5,4,1,5,3
CASPER EXCALIBUR G870 1245 BFA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,38999,1024,3,1,5,5,4,1,5,3,5,2
CASPER EXCALIBUR G870 1245 DFA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,37478,1024,5,3,1,1,4,1,2,1,2,4
HP VICTUS 16 R1021NT,3.0,Nvidia GeForce RTX 4070,FreeDos,32,Intel Core i7,16.1,5600,Blue,hp,67799,1024,5,1,1,5,2,1,5,2,4,4
CASPER EXCALIBUR G911 1490 EX90X D,3.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,4800,Grey,casper,127799,2048,1,5,1,2,5,5,4,1,3,3
CASPER EXCALIBUR G870 1245 DVA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,38499,512,4,1,1,5,1,3,2,1,5,4
MSI CYBORG 15 A13VF 892XTR,1.5,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,5200,Black,msi,42697,512,1,2,2,5,4,5,5,3,5,3
CASPER EXCALIBUR G770 1265 BFJ0X B,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i7,15.6,3200,Black,casper,35076,1024,1,4,2,2,1,5,4,2,1,2
DELL GAMING G15 5530 G155530014U,3.0,Nvidia GeForce RTX 4060,Ubuntu,16,Intel Core i7,15.6,4800,Black,dell,48599,1024,1,4,1,3,1,3,2,3,5,1
MSI THIN 15 B12UC 1478XTR,1.5,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Dark Grey,msi,27499,512,4,2,1,5,4,1,5,4,5,3
LENOVO LOQ,3.0,Nvidia GeForce RTX 4050,FreeDos,24,Intel Core i5,15.6,4800,Grey,lenovo,36899,512,5,2,2,3,1,3,5,5,1,1
MSI CYBORG 15 A13VE 1252XTR,1.5,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,5200,Black,msi,35499,512,4,5,1,5,1,1,5,4,2,1
HP VICTUS 15 FB2028NT,3.0,AMD Radeon RX6550M,FreeDos,16,AMD Ryzen 5,15.6,3200,Silver,hp,24499,512,5,1,4,5,1,1,5,5,5,1
MSI THIN 15 B12UC 1479XTR,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i7,15.6,3200,Grey,msi,34699,512,1,5,4,3,5,5,1,3,1,1
LENOVO LOQ,3.0,Nvidia GeForce RTX 4050,FreeDos,24,AMD Ryzen 7,15.6,4800,Grey,lenovo,35999,512,1,4,2,1,5,3,2,4,3,1
HP VICTUS 15 FA1085NT,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,3200,Silver,hp,41999,1024,3,4,2,3,2,2,2,5,5,1
HP VICTUS 16 R1041NT 9J243EA,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,16.1,5600,Blue,hp,53499,1024,1,5,5,3,1,1,2,1,5,3
MSI CROSSHAIR 17 HX D14VGKG 075TR,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i7,17.0,5600,Dark Grey,msi,105999,1024,4,4,1,3,1,1,5,3,2,5
HP VICTUS B10FPEA,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,3200,Silver,hp,38699,512,1,1,2,5,3,5,1,5,2,2
ACER NITRO 5 NH QFJEY 00A 16 512,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,27299,512,5,1,5,5,4,1,5,3,1,2
LENOVO LOQ,3.0,Nvidia GeForce RTX 3050,FreeDos,24,Intel Core i5,15.6,4800,Grey,lenovo,35999,512,4,1,3,2,1,2,5,5,5,1
HP VICTUS GAMING 16 R1012NT 9J1K2EA,3.0,Nvidia GeForce RTX 4070,FreeDos,32,Intel Core i7,16.1,5600,"Dark Gray, Black",hp,69999,1024,1,1,3,5,4,1,2,5,2,4
ERAZER DEPUTY P60I MD62749,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,15.6,3200,Dark Grey,erazer,41408,1024,1,2,2,3,5,5,1,1,2,5
ACER NITRO 16 AN16 42,3.0,Nvidia GeForce RTX 4070,FreeDos,64,AMD Ryzen 7,16.0,5600,Black,acer,73499,1024,1,2,3,2,3,5,1,5,5,5
MSI SWORD 17 HX B14VEKG 053XTR,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,17.0,5600,Grey,msi,60941,1024,1,5,1,5,1,1,2,1,2,1
ACER NITRO ANV15 51,3.0,Nvidia GeForce RTX 2050,Windows 11 Home,8,Intel Core i5,15.6,4800,Black,acer,25999,512,4,5,4,5,5,5,5,1,1,3
ERAZER DEPUTY P60 MD62624,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,16,Intel Core i7,15.6,3200,Dark Grey,erazer,50847,1024,4,1,4,3,1,2,1,2,5,5
ASUS ROG STRIX G16 G614JU N3110,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,16.0,4800,Grey,asus,59599,512,3,1,4,2,2,1,5,5,2,2
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,16.0,3200,Black,asus,42900,1024,4,5,3,5,4,5,5,3,4,2
DELL GAMING G15 5530 G155530010U,3.0,Nvidia GeForce RTX 4050,Ubuntu,16,Intel Core i7,15.6,4800,"Black, Grey",dell,43069,512,1,5,5,5,2,4,2,4,3,4
ASUS TUF GAMING A15 FA507NV LP103 8GB RTX4060 140W,3.0,Nvidia GeForce RTX 4060,FreeDos,16,AMD Ryzen 5,15.6,4800,Black,asus,40999,512,5,1,2,5,5,3,2,1,5,2
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,16.0,3200,Black,asus,39799,1024,4,4,2,5,3,1,3,3,5,4
CASPER EXCALIBUR G870 1245 DFG0X B,3.0,Nvidia GeForce RTX 2050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,29999,1024,5,3,1,5,2,3,4,1,5,2
ACER NITRO 5 NH QFJEY 00A 32 1,3.0,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i5,15.6,3200,Black,acer,30799,1024,5,5,1,3,2,1,4,3,5,5
ACER NITRO V15 NH QNCEY 002 32,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,32,13420H,15.6,4800,Black,acer,31499,512,2,4,1,3,2,2,1,3,2,2
MSI VECTOR 16 HX A13VHG 495TR,3.0,Nvidia GeForce RTX 4080,Windows 11 Home,16,Intel Core i7,16.0,5600,Black,msi,133440,1024,3,2,2,5,4,4,2,5,2,4
HP VICTUS 16 R0029NT,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,16.1,5200,Grey,hp,45504,1024,1,2,1,5,3,1,2,5,4,5
HP VICTUS 16 R1064NT,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,16.1,5600,Black,hp,43702,512,5,4,1,5,4,2,1,5,3,3
ASUS ROG STRIX G16 G614JV N3452,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,16.0,4800,Dark Grey,asus,72599,512,1,1,3,2,2,2,5,1,2,1
MSI VECTOR 16 HX A14VIG 825XTR,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,5200,Black,msi,168820,2048,1,5,4,5,1,5,1,4,5,1
MONSTER TULPAR T7 V20 6,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,17.3,3200,Black,monster,53599,500,1,2,5,4,2,2,4,1,1,1
CASPER EXCALIBUR G870 1245 BFB0X B,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,42299,1024,5,4,4,5,5,4,5,4,1,4
CASPER EXCALIBUR G870 1270 DFA0A B,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,casper,49000,1024,3,4,1,5,5,1,4,1,3,4
HP VICTUS 16 S0022NT,3.0,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 7,16.1,5600,Blue,hp,38999,512,4,1,4,3,4,4,2,3,2,3
ACER NITRO 5 NH QFJEY 00A 16 1,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,28561,1024,5,4,2,5,1,2,4,5,5,1
MSI THIN GF63 12UCX 427XTR,1.5,Nvidia GeForce RTX 2050,FreeDos,8,Intel Core i5,15.6,3200,Black,msi,28399,512,5,1,5,5,4,2,5,4,2,4
CASPER EXCALIBUR G870 1270 DFB0R B,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,48049,1024,1,1,1,5,4,1,2,3,5,1
ACER NITRO 5 NH QFJEY 00A 16,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,27099,256,5,1,5,4,4,5,5,5,1,1
LENOVO LOQ,3.0,Nvidia GeForce RTX 4070,FreeDos,24,AMD Ryzen 7,15.6,4800,Grey,lenovo,59999,512,1,1,4,5,2,5,5,5,1,1
ACER NITRO ANV15 51,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,8,Intel Core i5,15.6,4800,Black,acer,28999,512,4,2,5,1,1,1,2,1,1,5
MONSTER MARKUT M7 V6 2 2,3.0,Nvidia GeForce RTX 5000,FreeDos,64,Intel Core i9,17.3,4000,Black,monster,345899,2048,1,4,2,4,4,4,5,3,3,2
MONSTER ABRA A5 V20 2 5,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i5,15.6,3200,Black,monster,47299,1024,4,2,5,3,5,4,4,4,2,5
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16.0,3200,Black,asus,42999,1024,4,1,2,5,1,5,2,1,5,1
MONSTER TULPAR T7 V20 7 5,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,17.3,3200,Black,monster,69298,1024,1,1,1,5,5,3,2,3,5,5
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,48,Intel Core i5,16.0,3200,Black,asus,44999,1024,3,1,4,3,2,1,5,2,2,5
MSI GF63 THIN 11SC 035XTR,1.5,Nvidia GeForce GTX1650,FreeDos,8,Intel Core i5,15.6,3200,Black,msi,85000,512,4,1,4,2,1,5,4,1,2,4
MSI PRESTIGE 16 AI STUDIO B1VFG 027TR,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,16.0,4800,Black,msi,158695,2048,1,1,1,2,3,1,5,4,3,1
CASPER EXCALIBUR G870 1270 DF70A B,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,casper,61046,1024,4,4,1,3,4,1,4,1,1,3
CASPER EXCALIBUR G870 1245 DXA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i5,15.6,3200,Grey,casper,43299,2048,5,1,5,5,2,2,2,4,2,1
CASPER EXCALIBUR G911 1490 DF90A D,3.0,Nvidia GeForce RTX 4090,Windows 11 Home,32,Intel Core i9,16.0,4800,Grey,casper,140999,1024,3,1,1,5,2,2,5,4,5,4
CASPER EXCALIBUR G870 1245 EFG0X B,3.0,Nvidia GeForce RTX 2050,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,33099,1024,5,1,1,3,1,4,2,1,5,1
MSI PULSE 17 AI C1VFKG 037TR,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core Ultra 7,17.0,5600,Black,msi,90846,1024,1,1,1,3,2,1,2,1,4,1
HP OMEN,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Based,14.0,6600,Black,hp,73999,1024,5,1,4,5,2,1,4,3,5,3
CASPER EXCALIBUR G770 1265 EFJ0R B,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i7,15.6,3200,Black,casper,43889,1024,1,5,1,5,4,3,4,3,3,1
CASPER EXCALIBUR G870 1245 EXB0X B,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,49599,2048,2,5,2,4,1,2,4,3,3,2
CASPER EXCALIBUR G770 1245 BFJ0P B,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,casper,37299,1024,3,4,5,3,5,4,4,4,4,3
MONSTER ABRA A5 V20 2 1,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,monster,44899,1024,4,2,2,1,4,2,5,1,2,2
ACER NITRO 5 NH QFJEY 00A 32 512,3.0,Nvidia GeForce RTX 3050,FreeDos,32,12450H,15.6,3200,Black,acer,28699,512,2,1,3,5,5,1,1,5,1,4
GAME GARAJ SLAYER2 D5 7 3060 C3,3.0,Nvidia GeForce RTX 3060,FreeDos,64,Intel Core i7,15.6,4800,Black,game,45492,1024,3,5,2,3,5,1,1,4,5,2
CASPER EXCALIBUR G770 1265 DFJ0R B,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,32,Intel Core i7,15.6,3200,Black,casper,42523,1024,4,3,1,2,5,2,5,1,4,2
CASPER EXCALIBUR G870 1245 EFB0R B,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i5,15.6,3200,Grey,casper,56099,1024,5,3,1,5,5,1,5,3,3,5
ACER NITRO V 15,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i5,15.6,5600,Black,acer,44999,2048,4,3,2,1,4,5,1,5,1,2
MSI CREATOR M16 HX C14VEG 060TR,3.0,Nvidia GeForce RTX 4050,Windows 11 Pro,16,Intel Core i7,16.0,5600,Grey,msi,84244,1024,4,1,1,3,2,5,1,1,1,5
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16.0,3200,Black,asus,43999,1024,5,5,4,5,3,1,4,5,1,3
CASPER EXCALIBUR G870 1270 BV70X B,3.0,Nvidia GeForce RTX 4070,FreeDos,16,Intel Core i7,15.6,3200,Grey,casper,49451,512,1,3,1,5,4,4,5,1,4,2
ASUS ROG STRIX G16 G614JV N3110,3.0,Nvidia GeForce RTX 4060,FreeDos,16,Intel Core i7,16.0,4800,Grey,asus,68999,512,1,5,4,5,2,2,4,2,3,2
CASPER EXCALIBUR G870 1270 DFA0R B,3.0,Nvidia GeForce RTX 4050,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,52399,1024,5,3,4,5,3,1,4,1,2,1
CASPER EXCALIBUR G870 1245 EXA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i5,15.6,3200,Grey,casper,46399,2048,5,3,1,1,1,1,2,1,5,4
CASPER EXCALIBUR G870 1362 BFB0A B,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,48999,1024,3,2,5,5,5,1,2,3,3,4
ACER NITRO 5 AN515 46,3.0,Nvidia GeForce RTX 3050,FreeDos,16,AMD Ryzen 5,15.6,4800,Black,acer,39999,512,5,4,4,1,5,5,2,3,4,3
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,48,Intel Core i5,16.0,3200,Black,asus,48999,2048,5,1,1,1,1,5,3,2,1,2
HP VICTUS 16 R0064NT 8B5Y1EA,3.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,16.1,5200,Black,hp,55899,1024,1,2,1,5,3,3,4,5,3,5
HP OMEN 16 K0008NT 7H8Z5EA,3.0,Nvidia GeForce RTX 3070Ti,FreeDos,32,Intel Core i7,16.1,4800,Black,hp,63999,1024,1,4,1,5,5,5,1,3,3,1
CASPER EXCALIBUR G870 1270 BF70A B,3.0,Nvidia GeForce RTX 4070,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,59009,1024,3,5,4,5,3,1,2,2,5,4
CASPER EXCALIBUR G870 1245 BVG0X B,3.0,Nvidia GeForce RTX 2050,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,27499,512,5,5,4,5,4,2,2,1,1,2
MONSTER TULPAR T7 V20 6 1,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,16,Intel Core i7,17.3,3200,Black,monster,59499,1024,3,3,1,5,5,1,2,3,4,3
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,24,Intel Core i5,16.0,3200,Black,asus,47999,2048,3,5,1,2,5,5,2,5,3,5
ASUS VIVOBOOK 16X,1.5,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,16.0,3200,Black,asus,42499,1024,5,1,1,2,1,5,5,5,5,2
ASUS ROG STRIX G16 G614JU N3196,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,16.0,4800,Grey,asus,58496,512,5,2,4,3,5,4,2,3,1,1
LENOVO IDEAPAD GAMING 3,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,1740,Grey,lenovo,36622,512,2,3,2,3,5,4,2,5,2,5
CASPER EXCALIBUR G870 1265 BEA0X B,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i7,15.6,3200,Grey,casper,40798,512,4,1,5,3,3,2,4,1,3,2
LENOVO V14 G2 ITL,1.5,Nvidia GeForce MX350,FreeDos,8,Intel Core i5,14.0,3200,Black,lenovo,60964,256,5,5,4,3,5,5,4,3,1,3
CASPER EXCALIBUR G911 1490 EX90H D,3.0,Nvidia GeForce RTX 4090,Windows 11 Pro,64,Intel Core i9,16.0,4800,Grey,casper,150199,2048,2,5,2,5,3,1,1,1,1,3
CASPER EXCALIBUR G770 1245 BFJ0R B,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,casper,39799,1024,4,5,2,5,4,2,5,3,4,1
CASPER EXCALIBUR G911 1490 DX90X D,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,128199,2048,1,4,1,4,5,2,4,1,1,5
CASPER EXCALIBUR G911 1490 DF90X D,3.0,Nvidia GeForce RTX 4090,FreeDos,32,Intel Core i9,16.0,4800,Grey,casper,125799,1024,1,5,4,3,3,5,4,2,5,1
ERAZER DEPUTY P60 MD62748,3.0,Nvidia GeForce RTX 4070,FreeDos,16,Intel Core i7,15.6,3200,Dark Grey,erazer,49350,1024,5,1,2,5,3,2,5,1,1,5
GAME GARAJ SLAYER2 D5 7 3060 C2,3.0,Nvidia GeForce RTX 3060,FreeDos,32,Intel Core i7,15.6,4800,Black,game,41950,1024,1,2,1,5,2,5,1,3,5,3
MONSTER ABRA A5 V20 3 6,3.0,Nvidia GeForce RTX 4050,FreeDos,8,Intel Core i7,15.6,3200,Black,monster,42999,500,3,1,4,2,1,1,5,5,2,2
MONSTER TULPAR T7 V20 6 8,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i7,17.3,3200,Black,monster,62999,1024,1,1,2,5,1,1,2,3,1,5
GAME GARAJ SLAYER4 U7 4060 C4,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core Ultra 7,16.0,4800,Black,game,65748,2048,1,3,1,5,5,1,5,1,5,5
GAME GARAJ SLAYER,3.0,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 5,15.6,4800,Black,game,37519,500,3,4,5,2,5,4,2,3,4,5
GAME GARAJ SLAYER2 D5 7XL 3060 C4,3.0,Nvidia GeForce RTX 3060,FreeDos,64,Intel Core i7,17.3,4800,Black,game,49036,1024,4,3,1,5,5,1,4,1,5,4
MONSTER ABRA A5 V20 3 8,3.0,Nvidia GeForce RTX 4050,FreeDos,64,Intel Core i7,15.6,3200,Black,monster,53199,1024,4,2,1,5,5,4,4,5,3,1
ACER NITRO 5 AN515 45,3.0,Nvidia GeForce RTX 3050,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,acer,108477,512,1,1,2,5,5,1,2,1,5,3
CASPER EXCALIBUR G870 1270 DF70R B,3.0,Nvidia GeForce RTX 4070,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,61046,1024,3,5,1,5,3,5,1,4,1,5
